id,dex_number,pokemon,form,variant_type,stage,evolution_family,evolves_from,evolves_to,final_evolution_targets,mega_targets,type_1,type_2,base_attack,base_defense,base_stamina,max_cp_estimate,current_stage_rating,final_potential_rating,main_uses,raid_rating,gym_attack_rating,gym_defense_rating,league_rating,best_fast_move_pve,best_charged_move_1_pve,best_charged_move_2_pve,best_fast_move_pvp,best_charged_move_1_pvp,best_charged_move_2_pvp,needs_legacy_move,legacy_move,event_wait_recommended,recommended_wait_reason,bad_stats_action,good_stats_action,storage_priority,trade_value,evolve_priority,power_up_priority,regional,legendary,mythical,ultra_beast,can_be_shadow,shadow_relevant,purified_relevant,can_be_mega,mega_relevant,availability_status,notes,source_notes,last_reviewed
drakloak,886,Drakloak,,normal,middle,Dreepy,Dreepy,Dragapult,Dragapult,,Dragon,Ghost,163,105,169,1867,bad,decent,pokedex/collection,bad,bad,bad,bad,Dragon Tail,Outrage,Shadow Ball,Dragon Tail,Outrage,Shadow Ball,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
dragapult,887,Dragapult,,normal,final,Dreepy,Drakloak,,Dragapult,,Dragon,Ghost,266,170,204,3993,decent,decent,decent raid; decent gym attack,decent,decent,budget,bad,Dragon Tail,Outrage,Shadow Ball,Dragon Tail,Outrage,Shadow Ball,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
zacian,888,Zacian,,normal,single,Zacian,,,Zacian,,Fairy,Steel,254,236,192,4329,decent,decent,decent raid; decent gym attack; decent gym defense; strong master league,decent,decent,decent,strong,Metal Claw,Play Rough,Wild Charge,Metal Claw,Play Rough,Wild Charge,no,,no,,keep one,keep,high,low,none,high,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
zacian_zacian_hero,888,Zacian,Hero,form,single,Zacian,,,Zacian (Hero),,Fairy,,254,236,192,4329,decent,decent,decent raid; decent gym attack; decent gym defense; strong master league,decent,decent,decent,strong,Fire Fang,Play Rough,Wild Charge,Fire Fang,Play Rough,Wild Charge,no,,no,,keep one,keep,high,low,none,high,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
zamazenta,889,Zamazenta,,normal,single,Zamazenta,,,Zamazenta,,Fighting,Steel,254,236,192,4329,decent,decent,decent raid; decent gym attack; decent gym defense; strong master league,decent,decent,decent,strong,Metal Claw,Crunch,Iron Head,Metal Claw,Crunch,Iron Head,no,,no,,keep one,keep,high,low,none,high,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
zamazenta_zamazenta_hero,889,Zamazenta,Hero,form,single,Zamazenta,,,Zamazenta (Hero),,Fighting,,254,236,192,4329,decent,decent,decent raid; decent gym attack; decent gym defense; strong master league,decent,decent,decent,strong,Snarl,Crunch,Close Combat,Snarl,Crunch,Close Combat,no,,no,,keep one,keep,high,low,none,high,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
eternatus,890,Eternatus,,normal,single,Eternatus,,,Eternatus,,Poison,Dragon,278,192,268,5007,decent,decent,decent raid; decent gym attack; decent gym defense; strong master league,decent,decent,decent,strong,Dragon Tail,482,Dragon Pulse,Dragon Tail,482,Dragon Pulse,no,,no,,keep one,keep,high,low,none,high,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
eternatus_eternatus_eternamax,890,Eternatus,Eternamax,form,single,Eternatus,,,Eternatus (Eternamax),,Poison,Dragon,251,505,452,9255,decent,decent,decent raid; decent gym attack; decent gym defense; strong master league,decent,decent,decent,strong,Dragon Tail,482,Sludge Bomb,Dragon Tail,482,Sludge Bomb,no,,no,,keep one,keep,high,low,none,high,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
kubfu,891,Kubfu,,normal,base,Kubfu,,Urshifu (Single Strike); Urshifu (Rapid Strike),Urshifu (Single Strike); Urshifu (Rapid Strike),,Fighting,,170,112,155,1919,bad,decent,pokedex/collection,bad,bad,bad,bad,Counter,Dynamic Punch,Brick Break,Counter,Dynamic Punch,Brick Break,no,,no,,transfer,keep,medium,low,medium,none,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
urshifu,892,Urshifu,,normal,single,Kubfu,,,Urshifu,,Fighting,,254,177,225,4077,decent,decent,decent raid; decent gym attack,decent,decent,budget,bad,Counter,Dynamic Punch,Brick Break,Counter,Dynamic Punch,Brick Break,no,,no,,transfer,keep,medium,low,none,medium,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
urshifu_urshifu_rapid_strike,892,Urshifu,Rapid Strike,form,final,Kubfu,Kubfu,,Urshifu (Rapid Strike),,Fighting,Water,254,177,225,4077,decent,decent,decent raid; decent gym attack,decent,decent,budget,bad,Counter,Dynamic Punch,Aqua Jet,Counter,Dynamic Punch,Aqua Jet,no,,no,,transfer,keep,medium,low,none,medium,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
urshifu_urshifu_single_strike,892,Urshifu,Single Strike,form,final,Kubfu,Kubfu,,Urshifu (Single Strike),,Fighting,Dark,254,177,225,4077,decent,decent,decent raid; decent gym attack,decent,decent,budget,bad,Counter,Dynamic Punch,Brick Break,Counter,Dynamic Punch,Brick Break,no,,no,,transfer,keep,medium,low,none,medium,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
zarude,893,Zarude,,normal,single,Zarude,,,Zarude,,Dark,Grass,242,215,233,4334,decent,decent,decent raid; decent gym attack; decent gym defense; strong master league,decent,decent,decent,strong,Vine Whip,Power Whip,Energy Ball,Vine Whip,Power Whip,Energy Ball,no,,no,,keep one,keep,high,low,none,high,no,yes,yes,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
regieleki,894,Regieleki,,normal,single,Regieleki,,,Regieleki,,Electric,,250,125,190,3169,decent,decent,decent raid; decent gym attack,decent,decent,bad,bad,Volt Switch,Thunder Cage,Zap Cannon,Volt Switch,Thunder Cage,Zap Cannon,no,,no,,transfer,keep,medium,low,none,medium,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
regidrago,895,Regidrago,,normal,single,Regidrago,,,Regidrago,,Dragon,,202,101,400,3361,budget,budget,pokedex/collection,bad,bad,budget,bad,Dragon Breath,Dragon Energy,Outrage,Dragon Breath,Dragon Energy,Outrage,no,,no,,transfer,keep,low,low,none,low,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
glastrier,896,Glastrier,,normal,single,Glastrier,,,Glastrier,,Ice,,246,223,225,4404,decent,decent,decent raid; decent gym attack; decent gym defense; strong master league,decent,decent,decent,strong,Tackle,Icy Wind,Avalanche,Tackle,Icy Wind,Avalanche,no,,no,,keep one,keep,high,low,none,high,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
spectrier,897,Spectrier,,normal,single,Spectrier,,,Spectrier,,Ghost,,273,146,205,3827,decent,decent,decent raid; decent gym attack,decent,decent,bad,bad,Tackle,Shadow Ball,Bulldoze,Tackle,Shadow Ball,Bulldoze,no,,no,,transfer,keep,medium,low,none,medium,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
calyrex,898,Calyrex,,normal,single,Calyrex,,,Calyrex,,Psychic,Grass,162,162,225,2575,budget,strong,pokedex/collection,bad,bad,budget,bad,Confusion,Psychic,Psyshock,Confusion,Psychic,Psyshock,no,,no,,transfer,keep,low,low,none,low,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
calyrex_calyrex_ice_rider,898,Calyrex,Ice Rider,form,single,Calyrex,,,Calyrex (Ice Rider),,Psychic,Ice,268,246,205,4788,decent,strong,decent raid; decent gym attack; decent gym defense; strong master league,decent,decent,decent,strong,Confusion,Psychic,Psyshock,Confusion,Psychic,Psyshock,no,,no,,keep one,keep,high,low,none,high,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
calyrex_calyrex_shadow_rider,898,Calyrex,Shadow Rider,form,single,Calyrex,,,Calyrex (Shadow Rider),,Psychic,Ghost,324,194,205,5132,strong,strong,strong raid; strong gym attack; strong master league,strong,strong,budget,strong,Confusion,Shadow Ball,Psychic,Confusion,Shadow Ball,Psychic,no,,no,,keep one,keep,high,low,none,high,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
wyrdeer,899,Wyrdeer,,normal,single,Stantler,,,Wyrdeer,,Normal,Psychic,206,145,230,3089,budget,budget,pokedex/collection,bad,bad,budget,bad,Confusion,Psychic,Wild Charge,Confusion,Psychic,Wild Charge,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
kleavor,900,Kleavor,,normal,single,Scyther,,,Kleavor,,Bug,Rock,253,174,172,3557,decent,strong,decent raid; decent gym attack,decent,decent,bad,bad,Air Slash,Rock Slide,X Scissor,Air Slash,Rock Slide,X Scissor,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
ursaluna,901,Ursaluna,,normal,final,Teddiursa,Ursaring,,Ursaluna,,Ground,Normal,243,181,277,4358,decent,decent,decent raid; decent gym attack; decent gym defense,decent,decent,decent,bad,Smack Down,High Horsepower,Play Rough,Smack Down,High Horsepower,Play Rough,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sneasler,903,Sneasler,,normal,final,Sneasel,Sneasel (Hisuian),,Sneasler,,Fighting,Poison,259,158,190,3643,decent,strong,decent raid; decent gym attack,decent,decent,bad,bad,Poison Jab,Close Combat,Aerial Ace,Poison Jab,Close Combat,Aerial Ace,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
overqwil,904,Overqwil,,normal,final,Qwilfish,Qwilfish (Hisuian),,Overqwil,,Dark,Poison,222,171,198,3330,budget,budget,pokedex/collection,budget,budget,budget,bad,Poison Jab,Sludge Bomb,Dark Pulse,Poison Jab,Sludge Bomb,Dark Pulse,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
enamorus,905,Enamorus,,normal,single,Enamorus,,,Enamorus,,Fairy,Flying,281,162,179,3873,decent,decent,decent raid; decent gym attack,decent,decent,bad,bad,Fairy Wind,Dazzling Gleam,Fly,Fairy Wind,Dazzling Gleam,Fly,no,,no,,transfer,keep,medium,low,none,medium,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
enamorus_enamorus_incarnate,905,Enamorus,Incarnate,form,single,Enamorus,,,Enamorus (Incarnate),,Fairy,Flying,281,162,179,3873,decent,decent,decent raid; decent gym attack,decent,decent,bad,bad,Fairy Wind,Dazzling Gleam,Fly,Fairy Wind,Dazzling Gleam,Fly,no,,no,,transfer,keep,medium,low,none,medium,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
enamorus_enamorus_therian,905,Enamorus,Therian,form,single,Enamorus,,,Enamorus (Therian),,Fairy,Flying,250,201,179,3830,decent,decent,decent raid; decent gym attack,decent,decent,budget,bad,Fairy Wind,Fly,Earth Power,Fairy Wind,Fly,Earth Power,no,,no,,transfer,keep,medium,low,none,medium,no,yes,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
sprigatito,906,Sprigatito,,normal,base,Sprigatito,,Floragato,Meowscarada,,Grass,,116,99,120,1147,bad,budget,pokedex/collection,bad,bad,bad,bad,Leafage,Grass Knot,Energy Ball,Leafage,Grass Knot,Energy Ball,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
floragato,907,Floragato,,normal,middle,Sprigatito,Sprigatito,Meowscarada,Meowscarada,,Grass,,157,128,156,1899,bad,budget,pokedex/collection,bad,bad,bad,bad,Leafage,Grass Knot,Energy Ball,Leafage,Grass Knot,Energy Ball,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
meowscarada,908,Meowscarada,,normal,final,Sprigatito,Floragato,,Meowscarada,,Grass,Dark,233,153,183,3193,budget,budget,pokedex/collection,budget,budget,bad,bad,Leafage,Flower Trick,Frenzy Plant,Leafage,Flower Trick,Frenzy Plant,yes,Frenzy Plant,yes,Better with Frenzy Plant,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,Often wants Frenzy Plant; wait for event/Elite TM before serious investment.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
fuecoco,909,Fuecoco,,normal,base,Fuecoco,,Crocalor,Skeledirge,,Fire,,112,96,167,1274,bad,budget,pokedex/collection,bad,bad,bad,bad,Incinerate,Disarming Voice,Crunch,Incinerate,Disarming Voice,Crunch,no,,no,,trade,keep,high,high,high,none,no,no,no,no,no,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
crocalor,910,Crocalor,,normal,middle,Fuecoco,Fuecoco,Skeledirge,Skeledirge,,Fire,,162,134,191,2189,bad,budget,pokedex/collection,bad,bad,bad,bad,Incinerate,Disarming Voice,Crunch,Incinerate,Disarming Voice,Crunch,no,,no,,trade,keep,high,high,high,none,no,no,no,no,no,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
skeledirge,911,Skeledirge,,normal,final,Fuecoco,Crocalor,,Skeledirge,,Fire,Ghost,207,178,232,3422,budget,budget,strong great league; strong ultra league,budget,budget,budget,strong,Incinerate,Blast Burn,Shadow Ball,Incinerate,Blast Burn,Shadow Ball,yes,Blast Burn,yes,Better with Blast Burn,trade,keep,high,high,none,high,no,no,no,no,no,no,no,no,no,game master present,Often wants Blast Burn; wait for event/Elite TM before serious investment.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
quaxly,912,Quaxly,,normal,base,Quaxly,,Quaxwell,Quaquaval,,Water,,120,86,146,1215,bad,budget,pokedex/collection,bad,bad,bad,bad,Water Gun,Liquidation,Aqua Jet,Water Gun,Liquidation,Aqua Jet,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
quaxwell,913,Quaxwell,,normal,middle,Quaxly,Quaxly,Quaquaval,Quaquaval,,Water,,162,123,172,2007,bad,budget,pokedex/collection,bad,bad,bad,bad,Water Gun,Liquidation,Aqua Jet,Water Gun,Liquidation,Aqua Jet,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
quaquaval,914,Quaquaval,,normal,final,Quaxly,Quaxwell,,Quaquaval,,Water,Fighting,236,159,198,3411,budget,budget,pokedex/collection,budget,budget,bad,bad,Water Gun,Liquidation,Hydro Cannon,Water Gun,Liquidation,Hydro Cannon,yes,Hydro Cannon,yes,Better with Hydro Cannon,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,Often wants Hydro Cannon; wait for event/Elite TM before serious investment.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
lechonk,915,Lechonk,,normal,base,Lechonk,,Oinkologne; Oinkologne (Female),Oinkologne; Oinkologne (Female),,Normal,,81,79,144,828,bad,budget,pokedex/collection,bad,bad,bad,bad,Tackle,Body Slam,Dig,Tackle,Body Slam,Dig,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
oinkologne,916,Oinkologne,,normal,final,Lechonk,Lechonk,,Oinkologne,,Normal,,186,153,242,2949,budget,budget,pokedex/collection,bad,bad,budget,bad,Tackle,Body Slam,Dig,Tackle,Body Slam,Dig,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
oinkologne_oinkologne_female,916,Oinkologne,Female,form,final,Lechonk,Lechonk,,Oinkologne (Female),,Normal,,169,162,251,2819,budget,budget,pokedex/collection,bad,bad,budget,bad,Tackle,Body Slam,Dig,Tackle,Body Slam,Dig,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
tarountula,917,Tarountula,,normal,base,Tarountula,,Spidops,Spidops,,Bug,,70,77,111,646,bad,bad,pokedex/collection,bad,bad,bad,bad,Struggle Bug,Lunge,X Scissor,Struggle Bug,Lunge,X Scissor,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
spidops,918,Spidops,,normal,final,Tarountula,Tarountula,,Spidops,,Bug,,139,166,155,1907,bad,bad,pokedex/collection,bad,bad,bad,bad,Counter,Lunge,X Scissor,Counter,Lunge,X Scissor,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
nymble,919,Nymble,,normal,base,Nymble,,Lokix,Lokix,,Bug,,81,65,107,669,bad,bad,pokedex/collection,bad,bad,bad,bad,Struggle Bug,Bug Buzz,X Scissor,Struggle Bug,Bug Buzz,X Scissor,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
lokix,920,Lokix,,normal,final,Nymble,Nymble,,Lokix,,Bug,Dark,199,144,174,2619,bad,bad,pokedex/collection,bad,bad,bad,bad,Counter,Bug Buzz,Dark Pulse,Counter,Bug Buzz,Dark Pulse,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
pawmi,921,Pawmi,,normal,base,Pawmi,,Pawmo,Pawmot,,Electric,,95,45,128,719,bad,budget,pokedex/collection,bad,bad,bad,bad,Charge Beam,Discharge,Wild Charge,Charge Beam,Discharge,Wild Charge,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
pawmo,922,Pawmo,,normal,middle,Pawmi,Pawmi,Pawmot,Pawmot,,Electric,Fighting,147,82,155,1468,bad,budget,pokedex/collection,bad,bad,bad,bad,Charge Beam,Discharge,Wild Charge,Charge Beam,Discharge,Wild Charge,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
pawmot,923,Pawmot,,normal,final,Pawmi,Pawmo,,Pawmot,,Electric,Fighting,232,141,172,2978,budget,budget,pokedex/collection,budget,budget,bad,bad,Low Kick,Discharge,Wild Charge,Low Kick,Discharge,Wild Charge,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
tandemaus,924,Tandemaus,,normal,base,Tandemaus,,Maushold,Maushold,,Normal,,98,90,137,1008,bad,bad,pokedex/collection,bad,bad,bad,bad,Take Down,Crunch,Play Rough,Take Down,Crunch,Play Rough,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
maushold,925,Maushold,,normal,final,Tandemaus,Tandemaus,,Maushold,,Normal,,159,157,179,2244,bad,bad,pokedex/collection,bad,bad,bad,bad,Take Down,Crunch,Play Rough,Take Down,Crunch,Play Rough,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
fidough,926,Fidough,,normal,base,Fidough,,Dachsbun,Dachsbun,,Fairy,,102,126,114,1114,bad,bad,pokedex/collection,bad,bad,bad,bad,Charm,Play Rough,Body Slam,Charm,Play Rough,Body Slam,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,no,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
